ph	eClip	exon	RBP	gene_name	delta.psi.c	id	energy	spread	icSHAPE_delta_reactivity	evo_qvalue	n.ph.in.cluster
chr14_36017531_36021959_-	chr14_36017492_36017552_-	chr14_36017739_36017744_-	RBFOX2	RALGAPA1	-0.4	281983	-18	4428		1	209
chr14_36017546_36019174_-	chr14_36017540_36017554_-	chr14_36017714_36017744_-	QKI	RALGAPA1	-0.75	281984	-22.8	1628		0.424441099646971	117
chr14_36017546_36019174_-	chr14_36017554_36017566_-	chr14_36017714_36017744_-	QKI	RALGAPA1	-0.75	281984	-22.8	1628		0.424441099646971	117
chr14_36017546_36019174_-	chr14_36017540_36017554_-	chr14_36017739_36017744_-	QKI	RALGAPA1	-0.8	281984	-22.8	1628		0.424441099646971	117
chr14_36017546_36019174_-	chr14_36017554_36017566_-	chr14_36017739_36017744_-	QKI	RALGAPA1	-0.8	281984	-22.8	1628		0.424441099646971	117
chr14_36017546_36019174_-	chr14_36017492_36017552_-	chr14_36017714_36017744_-	RBFOX2	RALGAPA1	-0.28	281984	-22.8	1628		0.424441099646971	117
chr14_36017546_36019174_-	chr14_36017492_36017552_-	chr14_36017739_36017744_-	RBFOX2	RALGAPA1	-0.4	281984	-22.8	1628		0.424441099646971	117
chr14_36017643_36020308_-	chr14_36017624_36017645_-	chr14_36017714_36017744_-	QKI	RALGAPA1	-0.75	281985	-19.3	2665		1	152
chr14_36017643_36020308_-	chr14_36017624_36017645_-	chr14_36017739_36017744_-	QKI	RALGAPA1	-0.8	281985	-19.3	2665		1	152
chr14_36017643_36020308_-	chr14_36017616_36017687_-	chr14_36017714_36017744_-	U2AF2	RALGAPA1	-0.47	281985	-19.3	2665		1	152
chr14_36017643_36020308_-	chr14_36017616_36017687_-	chr14_36017739_36017744_-	U2AF2	RALGAPA1	-0.59	281985	-19.3	2665		1	152
chr14_36017645_36019296_-	chr14_36017616_36017687_-	chr14_36017714_36017744_-	U2AF2	RALGAPA1	-0.47	281986	-20.8	1651		0.611541049215779	129
chr14_36017645_36019296_-	chr14_36017616_36017687_-	chr14_36017739_36017744_-	U2AF2	RALGAPA1	-0.59	281986	-20.8	1651		0.611541049215779	129
chr14_36017665_36027937_-	chr14_36017616_36017687_-	chr14_36017714_36017744_-	U2AF2	RALGAPA1	-0.47	281987	-22.4	10272		0.594788583597438	263
chr14_36017665_36027937_-	chr14_36017616_36017687_-	chr14_36017739_36017744_-	U2AF2	RALGAPA1	-0.59	281987	-22.4	10272		0.594788583597438	263
chr14_36017670_36028015_-	chr14_36017616_36017687_-	chr14_36017714_36017744_-	U2AF2	RALGAPA1	-0.47	281988	-23	10345		0.719990560698858	269
chr14_36017670_36028015_-	chr14_36017616_36017687_-	chr14_36017739_36017744_-	U2AF2	RALGAPA1	-0.59	281988	-23	10345		0.719990560698858	269
chr14_53510777_53519341_-	chr14_53519295_53519347_-	chr14_53512745_53513667_-	QKI	DDHD1	0.61	285847	-16.8	8564		0.347804499679827	10
chr14_53511360_53519343_-	chr14_53519295_53519347_-	chr14_53512745_53513667_-	QKI	DDHD1	0.61	285853	-16.2	7983		0.971863295013815	9
chr14_56130581_56130858_+	chr14_56130538_56130589_+	chr14_56130673_56130759_+	U2AF2	KTN1	0.36	286476	-16.2	277		0.685665333416884	6
chr14_65559251_65568299_-	chr14_65568250_65568302_-	chr14_65568264_65568290_-	U2AF2	MAX	0.41	290462	-17.4	9048		0.308625983512197	90
chr14_65560425_65568308_-	chr14_65568250_65568302_-	chr14_65568264_65568290_-	U2AF2	MAX	0.41	290467	-16.1	7883			90
chr14_65560670_65569237_-	chr14_65560666_65560720_-	chr14_65568264_65568290_-	U2AF2	MAX	0.41	290474	-18	8567		1	112
chr14_65560670_65569237_-	chr14_65560666_65560720_-	chr14_65568264_65568403_-	U2AF2	MAX	0.42	290474	-18	8567		1	112
chr14_65560700_65568829_-	chr14_65560666_65560720_-	chr14_65568264_65568290_-	U2AF2	MAX	0.41	290475	-21.6	8129		0.693655835066332	101
chr14_65560700_65568829_-	chr14_65560666_65560720_-	chr14_65568264_65568403_-	U2AF2	MAX	0.42	290475	-21.6	8129		0.693655835066332	101
chr14_65562471_65568311_-	chr14_65568250_65568302_-	chr14_65568264_65568290_-	U2AF2	MAX	0.41	290488	-28.3	5840			88
chr14_65568188_65568313_-	chr14_65568250_65568302_-	chr14_65568264_65568290_-	U2AF2	MAX	0.41	290543	-33.4	125			53
chr14_65568240_65568834_-	chr14_65568250_65568302_-	chr14_65568264_65568290_-	U2AF2	MAX	0.41	290547	-24.9	594		1	60
chr14_65568240_65568834_-	chr14_65568250_65568302_-	chr14_65568264_65568403_-	U2AF2	MAX	0.42	290547	-24.9	594		1	60
chr14_73782438_73783322_-	chr14_73783320_73783325_-	chr14_73783098_73783130_-	QKI	NUMB	-0.31	295538	-17.4	884		1	12
chr15_57544524_57546367_+	chr15_57544509_57544566_+	chr15_57544619_57544690_+	QKI	TCF12	0.48	320937	-18.2	1843		0.760284370378446	65
chr15_57544539_57551932_+	chr15_57544509_57544566_+	chr15_57544619_57544690_+	QKI	TCF12	0.48	320938	-16	7393		1	74
chr15_57544558_57553667_+	chr15_57544509_57544566_+	chr15_57544619_57544690_+	QKI	TCF12	0.48	320939	-18.5	9109		0.552146147887181	77
chr15_57544558_57553667_+	chr15_57544566_57544636_+	chr15_57544619_57544690_+	QKI	TCF12	0.48	320939	-18.5	9109		0.552146147887181	77
chr15_57544564_57546526_+	chr15_57544566_57544636_+	chr15_57544619_57544690_+	QKI	TCF12	0.48	320940	-19.3	1962		1	69
chr15_57544587_57552091_+	chr15_57544566_57544636_+	chr15_57544619_57544690_+	QKI	TCF12	0.48	320941	-22.8	7504		1	72
chr15_63353633_63363519_+	chr15_63353604_63353690_+	chr15_63353912_63353987_+	PTBP1	TPM1	0.59	323994	-18.1	9886		0.374100759583119	37
chr15_63353633_63363519_+	chr15_63353604_63353690_+	chr15_63356263_63356341_+	PTBP1	TPM1	0.29	323994	-18.1	9886		0.374100759583119	37
chr15_63353986_63362035_+	chr15_63361989_63362024_+	chr15_63356263_63356341_+	PTBP1	TPM1	0.29	324003	-25.3	8049		0.13633039901803	29
chr16_15017546_15027054_+	chr16_15027033_15027066_+	chr16_15019861_15020140_+	PPIG	NPIPA1	0.12	339742	-22	9508		0.429107355753196	111
chr16_15017546_15027054_+	chr16_15027033_15027066_+	chr16_15020234_15020447_+	PPIG	NPIPA1	0.12	339742	-22	9508		0.429107355753196	111
chr16_15018356_15027061_+	chr16_15027033_15027066_+	chr16_15019861_15020140_+	PPIG	NPIPA1	0.12	339747	-34.3	8705		1	111
chr16_15018356_15027061_+	chr16_15027033_15027066_+	chr16_15020234_15020447_+	PPIG	NPIPA1	0.12	339747	-34.3	8705		1	111
chr16_15019960_15026713_+	chr16_15026683_15026716_+	chr16_15020234_15020447_+	PPIG	NPIPA1	0.12	339765	-24.5	6753		0.463426553623251	103
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15020514_15020673_+	GRWD1	NPIPA1	-0.25	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15021064_15021216_+	GRWD1	NPIPA1	-0.3	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15021140_15021216_+	GRWD1	NPIPA1	-0.31	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15022238_15022382_+	GRWD1	NPIPA1	-0.29	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15023108_15023278_+	GRWD1	NPIPA1	-0.22	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15023108_15023888_+	GRWD1	NPIPA1	-0.22	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15024023_15024179_+	GRWD1	NPIPA1	-0.19	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15024360_15024612_+	GRWD1	NPIPA1	-0.14	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15024737_15024932_+	GRWD1	NPIPA1	-0.16	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15026428_15026598_+	GRWD1	NPIPA1	-0.2	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15026923_15027133_+	GRWD1	NPIPA1	-0.19	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15027224_15027350_+	GRWD1	NPIPA1	-0.17	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029052_15029150_+	chr16_15020234_15020447_+	GRWD1	NPIPA1	-0.25	339766	-23.6	9092		0.644166360223642	121
chr16_15020017_15029109_+	chr16_15029089_15029147_+	chr16_15020234_15020447_+	PPIG	NPIPA1	0.12	339766	-23.6	9092		0.644166360223642	121
chr16_15020019_15024409_+	chr16_15024361_15024434_+	chr16_15020514_15020673_+	GRWD1	NPIPA1	-0.25	339768	-15.5	4390		0.993475941917344	83
chr16_15020019_15024409_+	chr16_15024361_15024434_+	chr16_15021064_15021216_+	GRWD1	NPIPA1	-0.3	339768	-15.5	4390		0.993475941917344	83
chr16_15020019_15024409_+	chr16_15024361_15024434_+	chr16_15021140_15021216_+	GRWD1	NPIPA1	-0.31	339768	-15.5	4390		0.993475941917344	83
chr16_15020019_15024409_+	chr16_15024361_15024434_+	chr16_15022238_15022382_+	GRWD1	NPIPA1	-0.29	339768	-15.5	4390		0.993475941917344	83
chr16_15020019_15024409_+	chr16_15024361_15024434_+	chr16_15023108_15023278_+	GRWD1	NPIPA1	-0.22	339768	-15.5	4390		0.993475941917344	83
chr16_15020019_15024409_+	chr16_15024361_15024434_+	chr16_15023108_15023888_+	GRWD1	NPIPA1	-0.22	339768	-15.5	4390		0.993475941917344	83
chr16_15020019_15024409_+	chr16_15024361_15024434_+	chr16_15024023_15024179_+	GRWD1	NPIPA1	-0.19	339768	-15.5	4390		0.993475941917344	83
chr16_15020019_15024409_+	chr16_15024361_15024434_+	chr16_15020234_15020447_+	GRWD1	NPIPA1	-0.25	339768	-15.5	4390		0.993475941917344	83
chr16_15020019_15024409_+	chr16_15024368_15024436_+	chr16_15020234_15020447_+	PPIG	NPIPA1	0.12	339768	-15.5	4390		0.993475941917344	83
chr16_15020602_15026524_+	chr16_15026514_15026548_+	chr16_15021064_15021216_+	GRWD1	NPIPA1	-0.3	339781	-20.4	5922		0.960075672758921	95
chr16_15020602_15026524_+	chr16_15026514_15026548_+	chr16_15021140_15021216_+	GRWD1	NPIPA1	-0.31	339781	-20.4	5922		0.960075672758921	95
chr16_15020602_15026524_+	chr16_15026514_15026548_+	chr16_15022238_15022382_+	GRWD1	NPIPA1	-0.29	339781	-20.4	5922		0.960075672758921	95
chr16_15020602_15026524_+	chr16_15026514_15026548_+	chr16_15023108_15023278_+	GRWD1	NPIPA1	-0.22	339781	-20.4	5922		0.960075672758921	95
chr16_15020602_15026524_+	chr16_15026514_15026548_+	chr16_15023108_15023888_+	GRWD1	NPIPA1	-0.22	339781	-20.4	5922		0.960075672758921	95
chr16_15020602_15026524_+	chr16_15026514_15026548_+	chr16_15024023_15024179_+	GRWD1	NPIPA1	-0.19	339781	-20.4	5922		0.960075672758921	95
chr16_15020602_15026524_+	chr16_15026514_15026548_+	chr16_15024360_15024612_+	GRWD1	NPIPA1	-0.14	339781	-20.4	5922		0.960075672758921	95
chr16_15020602_15026524_+	chr16_15026514_15026548_+	chr16_15024737_15024932_+	GRWD1	NPIPA1	-0.16	339781	-20.4	5922		0.960075672758921	95
chr16_15021178_15024431_+	chr16_15024361_15024434_+	chr16_15022238_15022382_+	GRWD1	NPIPA1	-0.29	339787	-15.7	3253		1	79
chr16_15021178_15024431_+	chr16_15024361_15024434_+	chr16_15023108_15023278_+	GRWD1	NPIPA1	-0.22	339787	-15.7	3253		1	79
chr16_15021178_15024431_+	chr16_15024361_15024434_+	chr16_15023108_15023888_+	GRWD1	NPIPA1	-0.22	339787	-15.7	3253		1	79
chr16_15021178_15024431_+	chr16_15024361_15024434_+	chr16_15024023_15024179_+	GRWD1	NPIPA1	-0.19	339787	-15.7	3253		1	79
chr16_15023182_15024390_+	chr16_15024361_15024434_+	chr16_15024023_15024179_+	GRWD1	NPIPA1	-0.19	339800	-18.2	1208		0.245581944272622	71
chr16_15024397_15029025_+	chr16_15024361_15024434_+	chr16_15024737_15024932_+	GRWD1	NPIPA1	-0.16	339820	-20	4628		0.335848195881041	91
chr16_15024397_15029025_+	chr16_15024361_15024434_+	chr16_15026428_15026598_+	GRWD1	NPIPA1	-0.2	339820	-20	4628		0.335848195881041	91
chr16_15024397_15029025_+	chr16_15024361_15024434_+	chr16_15026923_15027133_+	GRWD1	NPIPA1	-0.19	339820	-20	4628		0.335848195881041	91
chr16_15024397_15029025_+	chr16_15024361_15024434_+	chr16_15027224_15027350_+	GRWD1	NPIPA1	-0.17	339820	-20	4628		0.335848195881041	91
chr16_15024398_15026822_+	chr16_15024361_15024434_+	chr16_15024737_15024932_+	GRWD1	NPIPA1	-0.16	339821	-17.8	2424		0.371192236114353	79
chr16_15024398_15026822_+	chr16_15024361_15024434_+	chr16_15026428_15026598_+	GRWD1	NPIPA1	-0.2	339821	-17.8	2424		0.371192236114353	79
chr16_15024420_15026949_+	chr16_15024361_15024434_+	chr16_15024737_15024932_+	GRWD1	NPIPA1	-0.16	339822	-21.7	2529		0.30148437191804	78
chr16_15024420_15026949_+	chr16_15024361_15024434_+	chr16_15026428_15026598_+	GRWD1	NPIPA1	-0.2	339822	-21.7	2529		0.30148437191804	78
chr16_15024421_15026537_+	chr16_15024361_15024434_+	chr16_15024737_15024932_+	GRWD1	NPIPA1	-0.16	339823	-17.8	2116		0.66226305547843	72
chr16_15024421_15026537_+	chr16_15026514_15026548_+	chr16_15024737_15024932_+	GRWD1	NPIPA1	-0.16	339823	-17.8	2116		0.66226305547843	72
chr16_15024782_15032075_+	chr16_15031973_15032076_+	chr16_15026428_15026598_+	CSTF2T	NPIPA1	-0.21	339830	-18.3	7293		1	100
chr16_15024782_15032075_+	chr16_15031973_15032076_+	chr16_15026685_15026828_+	CSTF2T	NPIPA1	-0.16	339830	-18.3	7293		1	100
chr16_15024782_15032075_+	chr16_15031973_15032076_+	chr16_15026923_15027133_+	CSTF2T	NPIPA1	-0.22	339830	-18.3	7293		1	100
chr16_15024782_15032075_+	chr16_15031973_15032076_+	chr16_15027224_15027350_+	CSTF2T	NPIPA1	-0.19	339830	-18.3	7293		1	100
chr16_15024782_15032075_+	chr16_15031973_15032076_+	chr16_15029017_15029133_+	CSTF2T	NPIPA1	-0.2	339830	-18.3	7293		1	100
chr16_15026522_15027345_+	chr16_15026514_15026548_+	chr16_15026923_15027133_+	GRWD1	NPIPA1	-0.19	339836	-17.7	823		0.935733778358697	71
chr16_15026525_15030574_+	chr16_15026514_15026548_+	chr16_15026923_15027133_+	GRWD1	NPIPA1	-0.19	339837	-17	4049		1	90
chr16_15026525_15030574_+	chr16_15026514_15026548_+	chr16_15027224_15027350_+	GRWD1	NPIPA1	-0.17	339837	-17	4049		1	90
chr16_15026525_15030574_+	chr16_15026514_15026548_+	chr16_15029017_15029133_+	GRWD1	NPIPA1	-0.14	339837	-17	4049		1	90
chr16_15026527_15035563_+	chr16_15026514_15026548_+	chr16_15026923_15027133_+	GRWD1	NPIPA1	-0.19	339838	-18.6	9036		1	91
chr16_15026527_15035563_+	chr16_15026514_15026548_+	chr16_15027224_15027350_+	GRWD1	NPIPA1	-0.17	339838	-18.6	9036		1	91
chr16_15026527_15035563_+	chr16_15026514_15026548_+	chr16_15029017_15029133_+	GRWD1	NPIPA1	-0.14	339838	-18.6	9036		1	91
chr16_15026700_15029083_+	chr16_15029052_15029150_+	chr16_15026923_15027133_+	GRWD1	NPIPA1	-0.19	339841	-16.7	2383		0.407460434642757	73
chr16_15026700_15029083_+	chr16_15029052_15029150_+	chr16_15027224_15027350_+	GRWD1	NPIPA1	-0.17	339841	-16.7	2383		0.407460434642757	73
chr16_15027048_15032057_+	chr16_15031973_15032076_+	chr16_15027224_15027350_+	CSTF2T	NPIPA1	-0.19	339845	-19.4	5009		1	73
chr16_15027048_15032057_+	chr16_15031973_15032076_+	chr16_15029017_15029133_+	CSTF2T	NPIPA1	-0.2	339845	-19.4	5009		1	73
chr16_15027048_15032057_+	chr16_15031992_15032061_+	chr16_15031271_15031507_+	ILF3	NPIPA1	-0.14	339845	-19.4	5009		1	73
chr16_24551224_24560821_+	chr16_24551224_24551243_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342595	-15.1	9597		0.309354098462513	92
chr16_24551224_24560821_+	chr16_24551224_24551243_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342595	-15.1	9597		0.309354098462513	92
chr16_24551224_24560821_+	chr16_24551224_24551243_+	chr16_24551516_24552113_+	RBM15	RBBP6	-0.31	342595	-15.1	9597		0.309354098462513	92
chr16_24551224_24560821_+	chr16_24551224_24551243_+	chr16_24551817_24552113_+	RBM15	RBBP6	-0.31	342595	-15.1	9597		0.309354098462513	92
chr16_24551391_24560853_+	chr16_24551364_24551411_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342610	-18.4	9462		1	91
chr16_24551391_24560853_+	chr16_24551364_24551411_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342610	-18.4	9462		1	91
chr16_24551391_24560853_+	chr16_24551364_24551411_+	chr16_24551516_24552113_+	RBM15	RBBP6	-0.31	342610	-18.4	9462		1	91
chr16_24551391_24560853_+	chr16_24551364_24551411_+	chr16_24551817_24552113_+	RBM15	RBBP6	-0.31	342610	-18.4	9462		1	91
chr16_24551626_24560498_+	chr16_24551598_24551641_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342622	-15.7	8872		1	60
chr16_24551626_24560498_+	chr16_24551598_24551641_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342622	-15.7	8872		1	60
chr16_24551626_24560498_+	chr16_24551598_24551641_+	chr16_24551817_24552113_+	RBM15	RBBP6	-0.31	342622	-15.7	8872		1	60
chr16_28841936_28848042_+	chr16_28848029_28848126_+	chr16_28847767_28847806_+	U2AF2	ATXN2L	-0.37	343544	-21.6	6106		0.840820634133563	57
chr16_28841936_28848042_+	chr16_28848029_28848126_+	chr16_28847770_28847806_+	U2AF2	ATXN2L	-0.42	343544	-21.6	6106		0.840820634133563	57
chr16_28843505_28847858_+	chr16_28847824_28847889_+	chr16_28843817_28843888_+	U2AF1	ATXN2L	-0.36	343545	-21.8	4353		1	49
chr16_28843505_28847607_+	chr16_28847534_28847633_+	chr16_28843817_28843888_+	U2AF1	ATXN2L	-0.36	343547	-17.4	4102		0.475697801556559	39
chr16_28844827_28848180_+	chr16_28848169_28848195_+	chr16_28847767_28847806_+	U2AF2	ATXN2L	-0.37	343555	-18.6	3353		1	54
chr16_28844827_28848180_+	chr16_28848169_28848195_+	chr16_28847770_28847806_+	U2AF2	ATXN2L	-0.42	343555	-18.6	3353		1	54
chr16_28847578_28848039_+	chr16_28848029_28848126_+	chr16_28847767_28847806_+	U2AF2	ATXN2L	-0.37	343565	-17.5	461		0.404991908251769	49
chr16_28847578_28848039_+	chr16_28848029_28848126_+	chr16_28847770_28847806_+	U2AF2	ATXN2L	-0.42	343565	-17.5	461		0.404991908251769	49
chr16_28847587_28848127_+	chr16_28848029_28848126_+	chr16_28847767_28847806_+	U2AF2	ATXN2L	-0.37	343570	-16.7	540		1	48
chr16_28847587_28848127_+	chr16_28848029_28848126_+	chr16_28847770_28847806_+	U2AF2	ATXN2L	-0.42	343570	-16.7	540		1	48
chr16_28914996_28915735_+	chr16_28915699_28915737_+	chr16_28915021_28915062_+	HNRNPK	ATP2A1	0.48	343675	-19	739		1	3
chr16_28914996_28915735_+	chr16_28915699_28915737_+	chr16_28915021_28915147_+	HNRNPK	ATP2A1	0.48	343675	-19	739		1	3
chr16_30103759_30104123_-	chr16_30104119_30104163_-	chr16_30103898_30104120_-	SF3A3	YPEL3	-0.27	344165	-20.5	364		1	12
chr16_30103759_30104123_-	chr16_30104119_30104163_-	chr16_30103958_30104120_-	SF3A3	YPEL3	-0.27	344165	-20.5	364		1	12
chr16_30103759_30104123_-	chr16_30104119_30104163_-	chr16_30104082_30104120_-	SF3A3	YPEL3	-0.27	344165	-20.5	364		1	12
chr16_30103759_30104123_-	chr16_30104119_30104163_-	chr16_30104099_30104120_-	SF3A3	YPEL3	-0.27	344165	-20.5	364		1	12
chr16_30103759_30104123_-	chr16_30104114_30104171_-	chr16_30103898_30104120_-	SF3B4	YPEL3	-0.28	344165	-20.5	364		1	12
chr16_30103759_30104123_-	chr16_30104114_30104171_-	chr16_30103958_30104120_-	SF3B4	YPEL3	-0.28	344165	-20.5	364		1	12
chr16_30103759_30104123_-	chr16_30104114_30104171_-	chr16_30104082_30104120_-	SF3B4	YPEL3	-0.28	344165	-20.5	364		1	12
chr16_30103759_30104123_-	chr16_30104114_30104171_-	chr16_30104099_30104120_-	SF3B4	YPEL3	-0.28	344165	-20.5	364		1	12
chr16_70584474_70588262_+	chr16_70584458_70584517_+	chr16_70584553_70584581_+	SF3A3	SF3B3	0.3	355677	-19.4	3788		0.992825107350963	4
chr16_70713140_70713307_-	chr16_70713046_70713149_-	chr16_70713218_70713226_-	SRSF1	MTSS1L	0.31	355704	-18.6	167		1	9
chr16_70713140_70715583_-	chr16_70713046_70713149_-	chr16_70713218_70713226_-	SRSF1	MTSS1L	0.31	355705	-18.5	2443		0.534752427761348	9
chr17_25633998_25635995_+	chr17_25635965_25636003_+	chr17_25634770_25634896_+	QKI	WSB1	0.41	375359	-29	1997		1	45
chr17_25633998_25635995_+	chr17_25635965_25636003_+	chr17_25634770_25635018_+	QKI	WSB1	0.41	375359	-29	1997		1	45
chr17_25633998_25635995_+	chr17_25635965_25636003_+	chr17_25634770_25635233_+	QKI	WSB1	0.41	375359	-29	1997		1	45
chr17_25633998_25635995_+	chr17_25635965_25636003_+	chr17_25634770_25635873_+	QKI	WSB1	0.41	375359	-29	1997		1	45
chr17_27211143_27216045_-	chr17_27216010_27216058_-	chr17_27212875_27212965_-	U2AF2	FLOT2	0.35	376924	-16.9	4902		0.577315594827445	20
chr17_27211222_27216044_-	chr17_27216010_27216058_-	chr17_27212875_27212965_-	U2AF2	FLOT2	0.35	376931	-21.5	4822		0.72917784668266	16
chr17_27406779_27413464_-	chr17_27413451_27413480_-	chr17_27412622_27412666_-	GRWD1	MYO18A	0.28	378314	-16.6	6685		1	126
chr17_27407495_27413459_-	chr17_27407450_27407508_-	chr17_27412622_27412666_-	GRWD1	MYO18A	0.28	378328	-20.5	5964		0.467399536032139	117
chr17_27407495_27413459_-	chr17_27413451_27413480_-	chr17_27412622_27412666_-	GRWD1	MYO18A	0.28	378328	-20.5	5964		0.467399536032139	117
chr17_27407703_27416982_-	chr17_27416979_27417007_-	chr17_27412622_27412666_-	GRWD1	MYO18A	0.28	378333	-20.3	9279		0.71513664561405	139
chr17_27407955_27417836_-	chr17_27417827_27417859_-	chr17_27412622_27412666_-	GRWD1	MYO18A	0.28	378337	-19.9	9881		0.675319437646271	145
chr17_27408203_27413597_-	chr17_27413543_27413596_-	chr17_27412622_27412666_-	GRWD1	MYO18A	0.28	378341	-15.7	5394		1	106
chr17_27411766_27416982_-	chr17_27416979_27417007_-	chr17_27412622_27412666_-	GRWD1	MYO18A	0.28	378387	-20.7	5216		0.942228727106517	93
chr17_27412587_27418521_-	chr17_27412488_27412600_-	chr17_27412622_27412666_-	QKI	MYO18A	-0.31	378392	-22.9	5934		0.216930692705197	116
chr17_27412587_27418521_-	chr17_27412578_27412603_-	chr17_27412622_27412666_-	RBFOX2	MYO18A	-0.58	378392	-22.9	5934		0.216930692705197	116
chr17_29577014_29581680_+	chr17_29581573_29581674_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380593	-15.1	4666		0.573334430621141	35
chr17_29577014_29581680_+	chr17_29581674_29581719_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380593	-15.1	4666		0.573334430621141	35
chr17_29578271_29581676_+	chr17_29581573_29581674_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380597	-15.4	3405		0.296243855322606	35
chr17_29578271_29581676_+	chr17_29581674_29581719_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380597	-15.4	3405		0.296243855322606	35
chr17_29578301_29581676_+	chr17_29581573_29581674_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380598	-19.8	3375		0.296430857001467	35
chr17_29578311_29580168_+	chr17_29580155_29580254_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380600	-15.8	1857		1	28
chr17_29579519_29580223_+	chr17_29580155_29580254_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380606	-28.1	704		1	32
chr17_29579711_29580146_+	chr17_29580125_29580155_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380608	-28.6	435		1	28
chr17_29579750_29580156_+	chr17_29580125_29580155_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380610	-18.7	406		1	27
chr17_29579752_29580197_+	chr17_29580155_29580254_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380611	-18.4	445		1	29
chr17_29579910_29580256_+	chr17_29580155_29580254_+	chr17_29579956_29580018_+	QKI	NF1	-0.35	380615	-15.5	346		1	29
chr17_30688599_30697169_+	chr17_30697134_30697180_+	chr17_30693684_30693776_+	TIA1	ZNF207	0.3	381125	-18.2	8570		0.793875477725993	62
chr17_30688599_30697169_+	chr17_30697134_30697180_+	chr17_30693696_30693776_+	TIA1	ZNF207	0.29	381125	-18.2	8570		0.793875477725993	62
chr17_30689000_30697146_+	chr17_30697134_30697180_+	chr17_30693684_30693776_+	TIA1	ZNF207	0.3	381126	-17.4	8146		1	61
chr17_30689000_30697146_+	chr17_30697134_30697180_+	chr17_30693696_30693776_+	TIA1	ZNF207	0.29	381126	-17.4	8146		1	61
chr17_38279690_38288295_+	chr17_38288277_38288335_+	chr17_38287254_38287837_+	U2AF2	MSL1	-0.39	390176	-16.2	8605		1	605
chr17_38280804_38288291_+	chr17_38288277_38288335_+	chr17_38287254_38287837_+	U2AF2	MSL1	-0.39	390208	-17.6	7487		0.309504843352019	602
chr17_46125682_46126233_+	chr17_46126207_46126226_+	chr17_46126135_46126226_+	DDX3X	NFE2L1	-0.3	398166	-20.8	551		1	110
chr17_46125682_46126233_+	chr17_46126207_46126226_+	chr17_46126146_46126226_+	DDX3X	NFE2L1	-0.3	398166	-20.8	551		1	110
chr17_46125712_46132899_+	chr17_46125721_46125821_+	chr17_46126135_46126226_+	DDX3X	NFE2L1	-0.3	398171	-16.8	7187		0.556976506140697	404
chr17_46125712_46132899_+	chr17_46125721_46125821_+	chr17_46126146_46126226_+	DDX3X	NFE2L1	-0.3	398171	-16.8	7187		0.556976506140697	404
chr17_46125715_46128318_+	chr17_46125721_46125821_+	chr17_46126135_46126226_+	DDX3X	NFE2L1	-0.3	398172	-16.6	2603		0.187976759738495	158
chr17_46125715_46128318_+	chr17_46128305_46128336_+	chr17_46126135_46126226_+	DDX3X	NFE2L1	-0.3	398172	-16.6	2603		0.187976759738495	158
chr17_46125715_46128318_+	chr17_46125721_46125821_+	chr17_46126146_46126226_+	DDX3X	NFE2L1	-0.3	398172	-16.6	2603		0.187976759738495	158
